unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
DIRECCIÓN DE SERVICIOS AUXILIARES,Ministerio de Trabajo,Dirección General de Administración (IPS),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,SGRILETTI ,Carlos Alberto,Masculino,Decreto 1443/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1443/379436,28/02/2023
DIRECCIÓN PRESTACIONES ADMINISTRACIÓN GENERAL,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,GUTIERREZ,Alfredo Martín,Masculino,DECRETO 1050/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1050/366692,15/02/2023
"DIRECCIÓN DE REGÍMENES ESPECIALES, ANÁLISIS DE RECLAMOS Y RECURSOS",Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,PEREDA,Lisandro,Masculino,DECRETO 1050/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1050/366692,15/02/2023
DIRECCIÓN HÉROES Y HEROÍNAS DE MALVINAS Y LEYES REPARATORIAS,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.gba.gob.ar/saludprovincia, MASCIOTO,Cecilia Fernanda,Femenino,DECRETO 1050/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1050/366692,15/02/2023
 Dirección de Prestaciones Originarias,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 1778/2005,https://normas.gba.gob.ar/documentos/08gO6cZV.html,24/10/2005,http://www.ips.gba.gov.ar/,_____,_,Masculino,,,
Dirección de Determinación y Liquidación de Haberes,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 1778/2005,https://normas.gba.gob.ar/documentos/08gO6cZV.html,24/10/2005,http://www.ips.gba.gov.ar/,_____,_,Masculino,,,
Dirección de Prestaciones Sociales No Contributivas,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,http://www.ips.gba.gov.ar/, SALVIA,Ulises Esteban,Masculino,DECRETO 1050/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1050/366692,28/02/2023
DIRECCIÓN TÉCNICA OPERATIVA,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,ROSSO,José Luis ,Masculino,DECRETO 1050/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1050/366692,15/02/2023
DIRECCIÓN PRESTACIONES MUNICIPALES,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,WEIS,Gisela Corina ,Femenino,Decreto 1246/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1246/372148,14/03/2023
DIRECCIÓN PRESTACIONES DOCENTES,Ministerio de Trabajo, Dirección Provincial de Prestaciones,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,PARRA ,Hernán Adalberto,Masculino,Decreto 1443/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1443/379436,28/02/2023
DIRECCIÓN DE COORDINACIÓN DE REGIONES,Ministerio de Trabajo,Dirección Provincial de Territorialización,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,ALESSIO,Celina Natividad ,Femenino,DECRETO 1050/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1050/366692,15/02/2023
DIRECCIÓN REGIONAL (I a X),Ministerio de Trabajo,Dirección Provincial de Territorialización,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,_____,_,Masculino,,,
DIRECCIÓN DE SISTEMAS DE INFORMACIÓN,Ministerio de Trabajo,DIRECCIÓN PROVINCIAL DE INFORMÁTICA Y TECNOLOGÍAS PREVISIONALES,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,BIFANO,Lautaro,Masculino,Decreto 1112/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1112/369137,01/04/2023
DIRECCIÓN DE INFRAESTRUCTURA TECNOLÓGICA,Ministerio de Trabajo,DIRECCIÓN PROVINCIAL DE INFORMÁTICA Y TECNOLOGÍAS PREVISIONALES,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,DI FIORE,Vladimir Sebastián,Masculino,Decreto 1234/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1234/372120,01/06/2023
DIRECCIÓN DE PLANIFICACIÓN Y MEJORA TECNOLÓGICA,Ministerio de Trabajo,DIRECCIÓN PROVINCIAL DE INFORMÁTICA Y TECNOLOGÍAS PREVISIONALES,Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,SPINELLI,Lilian Romina,Femenino,DECRETO 1129/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1129/369141,01/04/2023
Dirección Gremial,Ministerio de Trabajo,Directorio,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,,,,,,
Dirección Gubernamental,Ministerio de Trabajo,Directorio,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,,,,,,
 Dirección Regional X (Avellaneda),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,LEDESMA,Walter Matías,Masculino,DECRETO 973/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/973/365953,
DIRECCIÓN REGIONAL I (MERCEDES),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,RODRIGUEZ ,Natalia Luciana,Femenino,DECRETO 1004/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1004/366318,
Dirección Regional IX (TRES DE FEBRERO),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,CORRAL,Federico Gastón ,Masculino,DECRETO 1026/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1026/366594,
Dirección Regional V (GENERAL PUEYRREDÓN),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,GALERA,Casandra ,Femenino,DECRETO 1079/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1079/367761,01/05/2023
Dirección Regional  IV ( JUNÍN),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,JUNCOS,Matías Nicolás ,Masculino,DECRETO 1175/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1175/371194,01/03/2023
Dirección Regional VIII ( LA PLATA),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,CAPO,Analía Mariel,Femenino,Decreto 139/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/139/415047,01/12/2023
Dirección Regional III (La Matanza),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,RODRIGUEZ,Natalia Soledad,Femenino,Decreto 1246/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1246/372148,28/02/2023
Dirección Regional II (San Nicolás),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,JAIME,German Ignacio ,Masculino,Decreto 1443/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1443/379436,01/04/2023
Dirección Regional VI (Bahía Blanca),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,_____,_,Masculino,,,
Dirección Regional VII (Olavarría),Ministerio de Trabajo,DIRECCIÓN REGIONAL (I a X),Decreto 224/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/224/344930,28/02/2023,https://www.ips.gba.gob.ar/,PIANCIOLA ,Malena Gilda,Femenino,Decreto 1443/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1443/379436,01/04/2023
Dirección Gremial I Representación de los Afiliados Activos ,Ministerio de Trabajo,Dirección Gremial,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,SELGAS,Néstor Rubén,Masculino,Decreto 579/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/579/354812,01/01/2023
Dirección Gremial II Representación de los Afiliados Activos Municipales ,Ministerio de Trabajo,Dirección Gremial,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,BERTINAT,Humberto Francisco ,Masculino,Decreto 392/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/392/292047,01/11/2021
Dirección Gremial III Representación de los Afiliados Pasivos,Ministerio de Trabajo,Dirección Gremial,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,GONZALEZ PATRON,Gustavo Javier ,Masculino,Decreto 1206/2026,https://normas.gba.gob.ar/ar-b/decreto/2026/1206/614504,01/01/2026
Dirección Gremial IV Representación de los Afiliados Activos,Ministerio de Trabajo,Dirección Gremial,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,TOLOSA,Marcelo Daniel ,Masculino,Decreto 193/2020,https://normas.gba.gob.ar/ar-b/decreto/2020/193/211594,12/02/2020
Dirección Gubernamental I,Ministerio de Trabajo,Dirección Gubernamental,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,VILOTTA,María Cristina,Femenino,Decreto 594/2026,https://normas.gba.gob.ar/ar-b/decreto/2026/594/594136,01/05/2026
Dirección Gubernamental II,Ministerio de Trabajo,Dirección Gubernamental,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,CARRERA,Pablo Javier ,Masculino,Decreto 1296/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1296/373599,01/06/2023
Dirección Gubernamental III,Ministerio de Trabajo,Dirección Gubernamental,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,MASTOY ,Gabriela Analía ,Femenino,Decreto 666/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/666/255144,10/03/2021
Dirección Gubernamental IV,Ministerio de Trabajo,Dirección Gubernamental,Ley 8587,https://normas.gba.gob.ar/documentos/0PLGkIA0.html,12/01/1976,https://www.ips.gba.gob.ar/,QUINTANA ,Mario Omar ,Masculino,Decreto 1803/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1803/388927,01/09/2023
